anonymized_latitude,anonymized_longitude,timestamp,species_name
51.985092,8.48106,2023-01-17 15:06:32.302,"Eurasian Blackcap,Hooded Crow"
45.597965,3.671022,2023-01-06 13:33:59.099,"Eurasian Blackcap,Hooded Crow"
