anonymized_latitude,anonymized_longitude,timestamp,species_name
-33.610102507374165,151.3038135047464,2023-02-01 20:30:35.888,Glossy Black Cockatoo
-33.610102507374165,151.3038135047464,2023-02-01 20:30:35.949,Glossy Black Cockatoo
-33.610102507374165,151.3038135047464,2023-02-01 20:40:45.699,Glossy Black Cockatoo
-33.610102507374165,151.3038135047464,2023-02-01 20:40:46.678,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-01 21:38:27.502,Glossy Black Cockatoo
-33.36965477889904,149.54374580593486,2023-02-01 23:57:54.185,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-02 01:05:51.545,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-02 08:41:56.979,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-02 08:41:57.114,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-02 23:17:38.132,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-03 02:08:11.193,Glossy Black Cockatoo
-37.750731840484406,145.15909765905985,2023-02-03 05:02:19.253,Glossy Black Cockatoo
-26.48318009988963,153.0706887479056,2023-02-03 06:47:14.545,Glossy Black Cockatoo
-37.93305124724167,145.1739724098786,2023-02-03 20:06:35.611,Glossy Black Cockatoo
-38.1210951360652,145.9862019231579,2023-02-04 00:11:39.203,Glossy Black Cockatoo
-33.36965477889904,149.54374580593486,2023-02-05 22:15:51.692,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-05 23:04:50.060,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-05 23:04:50.391,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-05 23:04:50.449,Glossy Black Cockatoo
-33.36965477889904,149.54374580593486,2023-02-05 23:09:48.995,Glossy Black Cockatoo
-33.36965477889904,149.54374580593486,2023-02-05 23:09:49.010,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-06 01:25:40.698,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-06 01:25:40.744,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-06 02:07:16.644,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-06 02:53:24.261,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-06 04:02:21.579,Glossy Black Cockatoo
-35.24501124391424,149.10173350354512,2023-02-06 06:03:53.427,Glossy Black Cockatoo
-37.93305124724167,145.1739724098786,2023-02-06 08:50:45.364,Glossy Black Cockatoo
-33.74924653665228,150.387935080838,2023-02-06 20:21:04.630,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-06 20:57:34.100,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-06 20:57:34.142,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-06 20:57:34.403,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-06 20:57:34.619,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-06 20:57:34.629,Glossy Black Cockatoo
-33.36965477889904,149.54374580593486,2023-02-06 22:55:54.298,Glossy Black Cockatoo
-35.31724733594616,149.09594279212098,2023-02-07 08:41:12.438,Glossy Black Cockatoo
-37.93305124724167,145.1739724098786,2023-02-07 08:50:22.036,Glossy Black Cockatoo
-37.93305124724167,145.1739724098786,2023-02-07 08:50:22.251,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-08 05:25:43.005,Glossy Black Cockatoo
-38.31347954442569,144.36481488458793,2023-02-08 22:00:59.734,Glossy Black Cockatoo
-38.31347954442569,144.36481488458793,2023-02-09 01:39:46.939,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-09 05:30:13.895,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-09 05:30:13.914,Glossy Black Cockatoo
-38.31347954442569,144.36481488458793,2023-02-09 08:37:51.907,Glossy Black Cockatoo
-35.31724733594616,149.09594279212098,2023-02-09 23:06:58.902,Glossy Black Cockatoo
-38.31347954442569,144.36481488458793,2023-02-10 03:23:01.632,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-10 05:56:38.823,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-10 07:08:18.343,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-10 07:08:18.395,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-10 07:08:18.508,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-10 08:13:27.230,Glossy Black Cockatoo
-35.31724733594616,149.09594279212098,2023-02-10 08:21:33.139,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-10 21:41:41.148,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-10 21:41:41.359,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-10 22:54:30.231,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-10 23:05:50.544,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-11 00:39:39.677,Glossy Black Cockatoo
-35.24501124391424,149.10173350354512,2023-02-11 04:26:04.995,Glossy Black Cockatoo
-38.31347954442569,144.36481488458793,2023-02-11 04:34:32.230,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-11 05:01:38.564,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-11 05:01:38.568,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-11 06:10:21.540,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-11 06:10:21.704,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-11 08:13:36.195,Glossy Black Cockatoo
-38.31347954442569,144.36481488458793,2023-02-11 08:47:22.023,Glossy Black Cockatoo
-27.525967892067907,151.8811679544607,2023-02-12 01:32:35.232,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-12 02:17:44.330,Glossy Black Cockatoo
-35.24501124391424,149.10173350354512,2023-02-12 05:06:12.450,Glossy Black Cockatoo
-38.31347954442569,144.36481488458793,2023-02-12 05:12:22.602,Glossy Black Cockatoo
-33.36965477889904,149.54374580593486,2023-02-12 06:25:14.386,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-12 08:17:22.635,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-12 21:12:11.089,Glossy Black Cockatoo
-35.24501124391424,149.10173350354512,2023-02-12 23:15:34.986,Glossy Black Cockatoo
-35.18959493009256,149.178818388104,2023-02-13 00:24:15.577,Glossy Black Cockatoo
-35.18959493009256,149.178818388104,2023-02-13 02:02:29.171,Glossy Black Cockatoo
-35.24501124391424,149.10173350354512,2023-02-13 03:52:29.208,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-13 04:09:46.282,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-14 02:05:30.646,Glossy Black Cockatoo
-30.475988190448387,151.58144653510718,2023-02-14 02:37:57.590,Glossy Black Cockatoo
-35.24501124391424,149.10173350354512,2023-02-14 06:54:34.956,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-14 08:30:11.927,Glossy Black Cockatoo
-37.80036895499406,144.94015512360744,2023-02-14 20:45:11.150,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-15 02:34:00.413,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-15 03:18:44.560,Glossy Black Cockatoo
-38.1210951360652,145.9862019231579,2023-02-15 08:27:30.000,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:28:21.876,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:28:21.916,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:28:21.937,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:28:21.996,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:28:22.158,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:28:22.187,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:28:22.189,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:28:22.206,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:28:22.304,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:28:22.305,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:41:51.520,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:41:51.530,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:41:51.540,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:41:51.631,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:41:51.635,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:41:51.639,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:41:51.663,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:41:51.666,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:41:51.681,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:41:51.683,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:55:15.618,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:55:15.798,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:55:15.870,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:55:15.941,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:55:15.943,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:55:16.078,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:55:16.060,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:55:16.125,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:55:16.140,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 08:55:16.274,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 09:08:18.529,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 09:08:19.100,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 09:08:19.137,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 09:08:19.208,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 09:08:19.263,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 09:08:19.327,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 09:08:19.349,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 09:08:19.351,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 09:08:19.358,Glossy Black Cockatoo
-37.74938007334815,145.33527618865696,2023-02-15 09:08:19.390,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-16 04:03:47.374,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-16 23:45:10.507,Glossy Black Cockatoo
-35.24501124391424,149.10173350354512,2023-02-17 02:48:15.776,Glossy Black Cockatoo
-35.24501124391424,149.10173350354512,2023-02-17 02:59:50.997,Glossy Black Cockatoo
-35.24501124391424,149.10173350354512,2023-02-17 05:59:14.878,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-17 07:52:42.937,Glossy Black Cockatoo
-37.51491886384323,144.76668654088988,2023-02-18 20:13:39.066,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-18 21:20:16.772,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-18 21:33:04.004,Glossy Black Cockatoo
-38.01816051051715,145.32489245822754,2023-02-18 22:12:07.409,Glossy Black Cockatoo
-37.77505978540499,144.8902259805538,2023-02-18 23:45:45.784,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-20 02:26:15.429,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-20 08:28:42.551,Glossy Black Cockatoo
-37.600304146912144,144.46044467798734,2023-02-20 21:24:55.159,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-21 01:42:33.277,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-21 01:55:27.700,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-21 06:41:18.425,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-21 23:54:28.371,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-22 00:12:37.360,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-22 01:55:21.120,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-22 05:26:59.323,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-22 05:50:37.371,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-22 23:34:04.997,Glossy Black Cockatoo
-38.1210951360652,145.9862019231579,2023-02-23 08:39:23.049,Glossy Black Cockatoo
-38.1210951360652,145.9862019231579,2023-02-23 08:39:23.235,Glossy Black Cockatoo
-37.7294865639276,144.95222857650518,2023-02-24 22:14:56.140,Glossy Black Cockatoo
-37.7294865639276,144.95222857650518,2023-02-24 22:14:56.163,Glossy Black Cockatoo
-37.7294865639276,144.95222857650518,2023-02-24 22:14:56.181,Glossy Black Cockatoo
-35.31724733594616,149.09594279212098,2023-02-25 00:29:35.533,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-25 03:37:40.360,Glossy Black Cockatoo
-35.24501124391424,149.10173350354512,2023-02-25 05:13:15.309,Glossy Black Cockatoo
-38.31347954442569,144.36481488458793,2023-02-25 06:42:56.568,Glossy Black Cockatoo
-38.31347954442569,144.36481488458793,2023-02-25 07:23:54.718,Glossy Black Cockatoo
-33.87910560930407,151.1586925370124,2023-02-26 05:21:01.334,Glossy Black Cockatoo
-38.33717039372959,144.86915737233656,2023-02-26 07:06:35.488,Glossy Black Cockatoo
-38.33717039372959,144.86915737233656,2023-02-26 07:06:35.492,Glossy Black Cockatoo
-38.33717039372959,144.86915737233656,2023-02-26 07:18:14.930,Glossy Black Cockatoo
-38.33717039372959,144.86915737233656,2023-02-26 07:18:15.282,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-26 22:34:30.260,Glossy Black Cockatoo
-33.36965477889904,149.54374580593486,2023-02-27 06:35:42.002,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 20:53:14.382,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 20:53:14.555,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 20:53:49.105,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 20:53:51.351,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 20:54:06.786,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 20:54:22.351,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 20:54:30.498,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 20:54:38.889,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 20:55:09.577,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 22:03:48.553,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 22:03:49.000,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 22:06:37.355,Glossy Black Cockatoo
-27.81490764492845,153.34895233418368,2023-02-27 22:07:23.414,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-28 06:29:34.460,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-28 06:30:05.835,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-28 06:30:35.771,Glossy Black Cockatoo
-37.85082507832942,144.91839864366818,2023-02-28 06:31:04.476,Glossy Black Cockatoo
