anonymized_latitude,anonymized_longitude,timestamp,species_name
-31.96038125624501,115.9134781566756,2023-02-01 09:37:34.362,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:27:09.064,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:27:09.174,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:27:09.484,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:27:09.531,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:27:09.601,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:27:09.642,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:27:09.704,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:27:09.715,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:27:10.094,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:39:23.682,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:39:23.687,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:39:23.917,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:39:24.354,Galah
-38.16877391400512,146.00093418860075,2023-02-01 20:50:50.573,Galah
-33.74924653665228,150.387935080838,2023-02-02 02:47:17.392,Galah
-33.610102507374165,151.3038135047464,2023-02-02 08:18:06.327,Galah
-38.16877391400512,146.00093418860075,2023-02-02 20:55:21.330,Galah
-38.16877391400512,146.00093418860075,2023-02-02 23:58:37.741,Galah
-38.16877391400512,146.00093418860075,2023-02-02 23:58:38.414,Galah
-38.16877391400512,146.00093418860075,2023-02-03 05:58:52.843,Galah
-38.16877391400512,146.00093418860075,2023-02-03 05:58:54.378,Galah
-37.85082507832942,144.91839864366818,2023-02-03 06:20:24.862,Galah
-38.16877391400512,146.00093418860075,2023-02-03 06:21:03.330,Galah
-38.16877391400512,146.00093418860075,2023-02-03 06:21:03.374,Galah
-38.16877391400512,146.00093418860075,2023-02-03 06:21:03.675,Galah
-38.16877391400512,146.00093418860075,2023-02-03 06:21:03.701,Galah
-38.16877391400512,146.00093418860075,2023-02-03 06:21:04.867,Galah
-38.16877391400512,146.00093418860075,2023-02-03 06:33:19.895,Galah
-38.16877391400512,146.00093418860075,2023-02-03 06:33:21.391,Galah
-38.16877391400512,146.00093418860075,2023-02-03 06:45:08.292,Galah
-38.16877391400512,146.00093418860075,2023-02-03 06:56:55.288,Galah
-38.16877391400512,146.00093418860075,2023-02-03 07:08:57.426,Galah
-38.16877391400512,146.00093418860075,2023-02-03 07:08:57.437,Galah
-38.16877391400512,146.00093418860075,2023-02-03 07:08:58.307,Galah
-35.18959493009256,149.178818388104,2023-02-03 19:47:30.802,Galah
-38.16877391400512,146.00093418860075,2023-02-03 20:49:12.526,Galah
-38.16877391400512,146.00093418860075,2023-02-03 20:49:12.587,Galah
-38.16877391400512,146.00093418860075,2023-02-03 20:49:13.051,Galah
-38.16877391400512,146.00093418860075,2023-02-03 20:49:13.291,Galah
-38.16877391400512,146.00093418860075,2023-02-03 20:49:13.305,Galah
-35.24501124391424,149.10173350354512,2023-02-03 20:49:50.847,Galah
-38.16877391400512,146.00093418860075,2023-02-03 21:24:46.600,Galah
-38.16877391400512,146.00093418860075,2023-02-03 21:24:46.628,Galah
-38.16877391400512,146.00093418860075,2023-02-03 21:24:46.765,Galah
-38.16877391400512,146.00093418860075,2023-02-03 21:24:47.015,Galah
-38.16877391400512,146.00093418860075,2023-02-03 23:19:06.143,Galah
-37.5193009016047,144.1628968559548,2023-02-04 00:44:21.468,Galah
